version,cohort,model,threshold,n_images,n_failures,prevalence,auroc,ci_low,ci_high
18,properties,dfine-small-coco-torch,0.25,500,74,0.148,0.5662352493338408,0.5064404102132684,0.6196670281308314
18,properties,dfine-xlarge-coco-torch,0.25,500,53,0.106,0.5353720822253176,0.4593097142436294,0.6102372231889077
18,properties,faster-rcnn-resnet50-fpn-coco-torch,0.25,500,87,0.174,0.5047312905290696,0.4458587108795409,0.5655897920396842
18,properties,retinanet-resnet50-fpn-coco-torch,0.25,500,90,0.18,0.6007994579945799,0.5494888092725364,0.6546044604884524
18,properties,rfdetr-base-coco-torch,0.25,500,112,0.224,0.618568206921944,0.5682075535141857,0.6702349435496003
18,properties,rfdetr-large-coco-torch,0.25,500,107,0.214,0.5837197688521082,0.5287977613026962,0.6366911936674436
18,properties,rfdetr-medium-coco-torch,0.25,500,121,0.242,0.5895789267101332,0.5364289314516129,0.6411947400007458
18,properties,rfdetr-nano-coco-torch,0.25,500,165,0.33,0.5854364540931705,0.5421626255119391,0.6287680941512163
18,properties,rfdetr-small-coco-torch,0.25,500,126,0.252,0.6057741278329514,0.5535165056818182,0.654740966693581
18,properties,rtdetr-l-coco-torch,0.25,500,61,0.122,0.5531573247694088,0.48481555570389534,0.620789711511838
18,properties,rtdetr-v2-l-coco-torch,0.25,500,81,0.162,0.554347505819264,0.49518408024267396,0.6162139732406356
18,properties,rtdetr-v2-m-coco-torch,0.25,500,60,0.12,0.5712878787878788,0.5035466265266322,0.6370583927484643
18,properties,rtdetr-v2-s-coco-torch,0.25,500,70,0.14,0.5543853820598007,0.48383596130427825,0.6219428397565924
18,properties,rtdetr-x-coco-torch,0.25,500,53,0.106,0.5248195517285045,0.45234007839941714,0.6003533771647355
18,properties,yolo11l-coco-torch,0.25,500,75,0.15,0.559043137254902,0.49294398160874764,0.6215849363812574
18,properties,yolo11m-coco-torch,0.25,500,83,0.166,0.5411718817716911,0.47659360339248624,0.6031982172825248
18,properties,yolo11n-coco-torch,0.25,500,166,0.332,0.5669414183680831,0.5249306422427238,0.6106596993270544
18,properties,yolo11s-coco-torch,0.25,500,95,0.19,0.5207277452891488,0.4598128984118722,0.5800729020452122
18,properties,yolo11x-coco-torch,0.25,500,60,0.12,0.553939393939394,0.4881281437375619,0.6276977637859829
18,properties,yolov10l-coco-torch,0.25,500,82,0.164,0.5598669623059866,0.49730132790924425,0.6185123927243382
18,properties,yolov10m-coco-torch,0.25,500,93,0.186,0.5596945919526565,0.5010698776661446,0.6152932045875712
18,properties,yolov10n-coco-torch,0.25,500,201,0.402,0.5791028136907436,0.5397085187662221,0.6208855872946086
18,properties,yolov10s-coco-torch,0.25,500,113,0.226,0.5467402986439825,0.49182213459757984,0.5971701755665965
18,properties,yolov10x-coco-torch,0.25,500,72,0.144,0.5461773104880582,0.4844098847195542,0.6057168896754631
18,properties,yolov5l-coco-torch,0.25,500,67,0.134,0.5418806659542932,0.4781542951616169,0.6071626710918673
18,properties,yolov5m-coco-torch,0.25,500,84,0.168,0.5287889194139194,0.4650482886247072,0.5927219112529947
18,properties,yolov5n-coco-torch,0.25,500,206,0.412,0.5576827818506043,0.5193148052061857,0.5995126426642048
18,properties,yolov5s-coco-torch,0.25,500,105,0.21,0.5342133815551537,0.47962244053837466,0.5849026443896903
18,properties,yolov5x-coco-torch,0.25,500,61,0.122,0.5298554837745995,0.4581031297006727,0.6026599167027439
18,properties,yolov8l-coco-torch,0.25,500,63,0.126,0.5518506410954923,0.4841420551884913,0.6238873631940965
18,properties,yolov8m-coco-torch,0.25,500,81,0.162,0.5479978785468046,0.4899879317984941,0.6099342367791821
18,properties,yolov8n-coco-torch,0.25,500,169,0.338,0.5588855717835499,0.5159623638260428,0.6029512640560835
18,properties,yolov8s-coco-torch,0.25,500,91,0.182,0.532590881001639,0.4740160514123936,0.5912297245276233
18,properties,yolov8x-coco-torch,0.25,500,61,0.122,0.5547257179132903,0.48921206608729806,0.6285454580212405
18,properties,yolov9c-coco-torch,0.25,500,70,0.14,0.5334053156146179,0.4699380962050873,0.6024363829972291
18,properties,yolov9e-coco-torch,0.25,500,65,0.13,0.5666489832007073,0.502331644326644,0.6373299992861909
18,properties,detection-transformer-torch,0.5,500,411,0.822,0.5364006670493999,0.4808813568009452,0.5997456499810869
18,properties,dfine-large-coco-torch,0.5,500,243,0.486,0.555963875678532,0.5172170114199065,0.5957808631876415
18,properties,dfine-medium-coco-torch,0.5,500,245,0.49,0.5654021608643457,0.5231803108903572,0.6062292698297626
18,properties,dfine-nano-coco-torch,0.5,500,351,0.702,0.6057190386049447,0.5588754795396419,0.6504435859359852
18,properties,dfine-small-coco-torch,0.5,500,291,0.582,0.5746641674476726,0.5336245361598068,0.6164818460852116
18,properties,dfine-xlarge-coco-torch,0.5,500,218,0.436,0.560234888411738,0.5208997014531364,0.6016833882053657
18,properties,faster-rcnn-resnet50-fpn-coco-torch,0.5,500,350,0.7,0.48966666666666664,0.4435396139881054,0.5364731062235482
18,properties,retinanet-resnet50-fpn-coco-torch,0.5,500,347,0.694,0.5764724717937126,0.5309115299847896,0.6221809113066338
18,properties,rfdetr-base-coco-torch,0.5,500,315,0.63,0.6195795795795795,0.5804500336044709,0.6606683009570992
18,properties,rfdetr-large-coco-torch,0.5,500,302,0.604,0.6214462505853234,0.5841198921813763,0.6597884387492359
18,properties,rfdetr-medium-coco-torch,0.5,500,313,0.626,0.6118808836343135,0.5741137523352241,0.6540347512080222
18,properties,rfdetr-nano-coco-torch,0.5,500,363,0.726,0.6524903983430858,0.6123295935710437,0.6970757176250584
18,properties,rfdetr-small-coco-torch,0.5,500,328,0.656,0.6382852382302893,0.5971141224856947,0.678697429869483
18,properties,rtdetr-l-coco-torch,0.5,500,295,0.59,0.557569243489045,0.5109111761001052,0.595851291507844
18,properties,rtdetr-v2-l-coco-torch,0.5,500,247,0.494,0.6062232961546463,0.567125355019056,0.6455633982628827
18,properties,rtdetr-v2-m-coco-torch,0.5,500,236,0.472,0.5896571648690293,0.5471268656051492,0.628852019888871
18,properties,rtdetr-v2-s-coco-torch,0.5,500,274,0.548,0.5557134552031523,0.5141720390469918,0.5952118842809961
18,properties,rtdetr-x-coco-torch,0.5,500,282,0.564,0.5565342572711302,0.515290458937198,0.597393159791529
18,properties,yolo11l-coco-torch,0.5,500,259,0.518,0.569313830724619,0.5291882432771724,0.6089480070410423
18,properties,yolo11m-coco-torch,0.5,500,274,0.548,0.5665493185194754,0.5277765700483092,0.6086648904941707
18,properties,yolo11n-coco-torch,0.5,500,387,0.774,0.619800599117331,0.5732106594857492,0.6673386120148542
18,properties,yolo11s-coco-torch,0.5,500,318,0.636,0.5842231667703366,0.5438941532040491,0.6229772034557788
18,properties,yolo11x-coco-torch,0.5,500,234,0.468,0.5662071846282373,0.5261301120403674,0.6074693788458291
18,properties,yolov10l-coco-torch,0.5,500,263,0.526,0.5755001524121224,0.5352363279242468,0.6146559038718359
18,properties,yolov10m-coco-torch,0.5,500,287,0.574,0.5844825047848063,0.5453762695528488,0.6259608120286252
18,properties,yolov10n-coco-torch,0.5,500,417,0.834,0.634119210655572,0.578930930136402,0.6893959445252434
18,properties,yolov10s-coco-torch,0.5,500,324,0.648,0.6124351150392817,0.5726439824172432,0.6532798457848975
18,properties,yolov10x-coco-torch,0.5,500,251,0.502,0.5786412582601321,0.5376958460341841,0.6191697929035702
18,properties,yolov5l-coco-torch,0.5,500,262,0.524,0.548632048239143,0.5090794924960299,0.5902188868269704
18,properties,yolov5m-coco-torch,0.5,500,289,0.578,0.5879647091621706,0.5472810674518394,0.6285194649338485
18,properties,yolov5n-coco-torch,0.5,500,417,0.834,0.608939354540464,0.555052961615468,0.6648878034783642
18,properties,yolov5s-coco-torch,0.5,500,324,0.648,0.5529864618406285,0.5091692448877608,0.5962285762603414
18,properties,yolov5x-coco-torch,0.5,500,243,0.486,0.5552913484171591,0.5141399208749885,0.5963083054260145
18,properties,yolov8l-coco-torch,0.5,500,245,0.49,0.5418967587034814,0.5001410741998458,0.5841314943994363
18,properties,yolov8m-coco-torch,0.5,500,272,0.544,0.586671181630547,0.5476701154459083,0.6282215535783234
18,properties,yolov8n-coco-torch,0.5,500,388,0.776,0.5868119477172312,0.5414957278205261,0.6381889519234396
18,properties,yolov8s-coco-torch,0.5,500,303,0.606,0.5577222696888978,0.5179508261531423,0.6024932923265329
18,properties,yolov8x-coco-torch,0.5,500,239,0.478,0.5554273072668686,0.5134917061978086,0.5948952554368983
18,properties,yolov9c-coco-torch,0.5,500,267,0.534,0.5621996110012699,0.5213997001432317,0.6024285885447721
18,properties,yolov9e-coco-torch,0.5,500,223,0.446,0.5593482378462385,0.5167046509282407,0.5999537188772734
18,properties,detection-transformer-torch,0.75,500,473,0.946,0.614673870487824,0.5197829131652661,0.7168515368103763
18,properties,dfine-large-coco-torch,0.75,500,431,0.862,0.6516863378055752,0.5890970015010466,0.7121304411362092
18,properties,dfine-medium-coco-torch,0.75,500,431,0.862,0.6715087931672215,0.6189497598210771,0.7281264664664469
18,properties,dfine-nano-coco-torch,0.75,500,458,0.916,0.6778176336036598,0.5990024078293888,0.7584991627052505
18,properties,dfine-small-coco-torch,0.75,500,457,0.914,0.672204976845962,0.6071344198564593,0.753263986114273
18,properties,dfine-xlarge-coco-torch,0.75,500,420,0.84,0.676577380952381,0.6235352096263007,0.7309082683160881
18,properties,faster-rcnn-resnet50-fpn-coco-torch,0.75,500,470,0.94,0.574290780141844,0.48544636311715766,0.6581870648470753
18,properties,retinanet-resnet50-fpn-coco-torch,0.75,500,464,0.928,0.7047413793103449,0.6243475620879753,0.78902327665043
18,properties,rfdetr-base-coco-torch,0.75,500,448,0.896,0.7260259271978022,0.6695935963552675,0.7887133855542776
18,properties,rfdetr-large-coco-torch,0.75,500,443,0.886,0.7167636925270287,0.6591103551630865,0.7784232538482818
18,properties,rfdetr-medium-coco-torch,0.75,500,441,0.882,0.7024097774703102,0.6492437905174453,0.7616709595939806
18,properties,rfdetr-nano-coco-torch,0.75,500,452,0.904,0.7234282817109144,0.6618824295669762,0.785379354750527
18,properties,rfdetr-small-coco-torch,0.75,500,443,0.886,0.7085263949942576,0.6499741174790343,0.7688132905688778
18,properties,rtdetr-l-coco-torch,0.75,500,441,0.882,0.6396863830277874,0.5676528249747937,0.7061698176817136
18,properties,rtdetr-v2-l-coco-torch,0.75,500,429,0.858,0.6812272234807446,0.6297418843085998,0.7348822356194258
18,properties,rtdetr-v2-m-coco-torch,0.75,500,427,0.854,0.6569407462064099,0.6032880444866153,0.7157483001721737
18,properties,rtdetr-v2-s-coco-torch,0.75,500,447,0.894,0.6534971086066439,0.5934126554699053,0.7268229166666667
18,properties,rtdetr-x-coco-torch,0.75,500,441,0.882,0.6396863830277874,0.569366623142799,0.707997184864554
18,properties,yolo11l-coco-torch,0.75,500,435,0.87,0.6728735632183908,0.6135623795016705,0.7369348940507856
18,properties,yolo11m-coco-torch,0.75,500,441,0.882,0.7038318152119605,0.6418096947393823,0.7675646489642923
18,properties,yolo11n-coco-torch,0.75,500,474,0.948,0.7542194092827004,0.6727835856590392,0.8348607060490542
18,properties,yolo11s-coco-torch,0.75,500,452,0.904,0.6734421091445427,0.6105680107233196,0.7468889537428863
18,properties,yolo11x-coco-torch,0.75,500,418,0.836,0.6743493989963824,0.6197575535907167,0.7252383049864648
18,properties,yolov10l-coco-torch,0.75,500,441,0.882,0.654252661516584,0.5891112031577532,0.7203121873327131
18,properties,yolov10m-coco-torch,0.75,500,445,0.89,0.682614913176711,0.6211721108949998,0.7497631624550747
18,properties,yolov10n-coco-torch,0.75,500,476,0.952,0.6831232492997199,0.600281838737075,0.7690930982262006
18,properties,yolov10s-coco-torch,0.75,500,454,0.908,0.6840404137138479,0.6211865946338443,0.7522276584620334
18,properties,yolov10x-coco-torch,0.75,500,433,0.866,0.697287235876047,0.6430359849764961,0.7576377998883169
18,properties,yolov5l-coco-torch,0.75,500,441,0.882,0.6222760290556901,0.5614775552008558,0.690451152648918
18,properties,yolov5m-coco-torch,0.75,500,445,0.89,0.6911133810010215,0.6303984793102927,0.7581285225026795
18,properties,yolov5n-coco-torch,0.75,500,480,0.96,0.6955208333333334,0.5706079402059872,0.8219955370141033
18,properties,yolov5s-coco-torch,0.75,500,451,0.902,0.6816145526946921,0.6184989726325907,0.7464421469610827
18,properties,yolov5x-coco-torch,0.75,500,425,0.85,0.6533490196078431,0.5937523055478114,0.7137049263891795
18,properties,yolov8l-coco-torch,0.75,500,431,0.862,0.6631023235482026,0.6066083937132141,0.723407911900822
18,properties,yolov8m-coco-torch,0.75,500,446,0.892,0.6838149809001827,0.6195598026293069,0.7536814095218725
18,properties,yolov8n-coco-torch,0.75,500,476,0.952,0.6462710084033614,0.5407845878642888,0.7517881286069974
18,properties,yolov8s-coco-torch,0.75,500,456,0.912,0.6583183811802232,0.5849373921549001,0.7344899263351065
18,properties,yolov8x-coco-torch,0.75,500,425,0.85,0.6469803921568628,0.5941862093957361,0.7038801343898724
18,properties,yolov9c-coco-torch,0.75,500,434,0.868,0.6621107387236419,0.607146221418899,0.7213572447086312
18,properties,yolov9e-coco-torch,0.75,500,427,0.854,0.648920470950563,0.5916141973266636,0.7038314707669546
18,random,detection-transformer-torch,0.25,1000,323,0.323,0.6521257962875736,0.6213541714720408,0.6795703121139322
18,random,dfine-large-coco-torch,0.25,1000,53,0.053,0.5868880875057281,0.517948854465261,0.6588987864384775
18,random,dfine-medium-coco-torch,0.25,1000,49,0.049,0.5665250327260242,0.4857504782054824,0.6552038058610484
18,random,dfine-nano-coco-torch,0.25,1000,114,0.114,0.6375787097540692,0.59101955737218,0.6813552948925172
18,random,dfine-small-coco-torch,0.25,1000,68,0.068,0.5804957712698814,0.510039691929898,0.6509979586725204
18,random,dfine-xlarge-coco-torch,0.25,1000,38,0.038,0.6153709377393588,0.5201534285859198,0.7073338912689788
18,random,faster-rcnn-resnet50-fpn-coco-torch,0.25,1000,147,0.147,0.5366692984344968,0.49421158277693344,0.5799667487982935
18,random,retinanet-resnet50-fpn-coco-torch,0.25,1000,88,0.088,0.6290806917862839,0.5726705128557508,0.6837711149478387
18,random,rfdetr-base-coco-torch,0.25,1000,102,0.102,0.6143008428315647,0.5617195383117285,0.6651739212314747
18,random,rfdetr-large-coco-torch,0.25,1000,100,0.1,0.6404666666666666,0.5915099942096723,0.6900899607916355
18,random,rfdetr-medium-coco-torch,0.25,1000,97,0.097,0.63604708246281,0.5854490052290509,0.6842667472885474
18,random,rfdetr-nano-coco-torch,0.25,1000,137,0.137,0.6491656164626874,0.6058459986679774,0.6936878498757025
18,random,rfdetr-small-coco-torch,0.25,1000,97,0.097,0.634682787044331,0.5885287933214458,0.685576199020278
18,random,rtdetr-l-coco-torch,0.25,1000,91,0.091,0.5786215984235786,0.5187661617689872,0.6345063467131389
18,random,rtdetr-v2-l-coco-torch,0.25,1000,70,0.07,0.6369815668202765,0.5769471123340872,0.6948146566759067
18,random,rtdetr-v2-m-coco-torch,0.25,1000,54,0.054,0.6098778482499413,0.5351224853244364,0.6805770761615916
18,random,rtdetr-v2-s-coco-torch,0.25,1000,68,0.068,0.6004638980055541,0.5420153530339062,0.665886085339174
18,random,rtdetr-x-coco-torch,0.25,1000,87,0.087,0.5753043522050585,0.5152599174891472,0.6339513742953804
18,random,yolo11l-coco-torch,0.25,1000,63,0.063,0.589910386068337,0.5175426626757114,0.6583254733111515
18,random,yolo11m-coco-torch,0.25,1000,67,0.067,0.5886883908432116,0.5242024655755335,0.6571333966492645
18,random,yolo11n-coco-torch,0.25,1000,165,0.165,0.6287243694429323,0.5888003654482509,0.6690300943361708
18,random,yolo11s-coco-torch,0.25,1000,97,0.097,0.6210455412085717,0.5665477234880628,0.6782361896564582
18,random,yolo11x-coco-torch,0.25,1000,50,0.05,0.6448526315789473,0.5642065197094137,0.7263155660019242
18,random,yolov10l-coco-torch,0.25,1000,66,0.066,0.6543864771916164,0.5872362697914839,0.7196741880275264
18,random,yolov10m-coco-torch,0.25,1000,76,0.076,0.6218173274094326,0.5583827012908666,0.6864535553387721
18,random,yolov10n-coco-torch,0.25,1000,209,0.209,0.6184588583284438,0.5800816350737484,0.6526797390111859
18,random,yolov10s-coco-torch,0.25,1000,96,0.096,0.6443238384955752,0.5954846011638012,0.6915071844719355
18,random,yolov10x-coco-torch,0.25,1000,55,0.055,0.6472342472342473,0.5762726691820836,0.7176191944360549
18,random,yolov5l-coco-torch,0.25,1000,68,0.068,0.6045821762181267,0.5369925811119872,0.6704080134667979
18,random,yolov5m-coco-torch,0.25,1000,86,0.086,0.6011462520991299,0.5436833868265867,0.6608545087534776
18,random,yolov5n-coco-torch,0.25,1000,225,0.225,0.6055426523297491,0.5671779001611222,0.640607037193469
18,random,yolov5s-coco-torch,0.25,1000,97,0.097,0.6180657830142366,0.5663859446271589,0.6719120362081771
18,random,yolov5x-coco-torch,0.25,1000,58,0.058,0.5751610659638333,0.5020994602307438,0.6467839770589009
18,random,yolov8l-coco-torch,0.25,1000,50,0.05,0.5880842105263158,0.503594581247525,0.672573608826766
18,random,yolov8m-coco-torch,0.25,1000,69,0.069,0.6141284889241738,0.5525625091967299,0.6763600060155067
18,random,yolov8n-coco-torch,0.25,1000,188,0.188,0.6134642595115816,0.5763306844087515,0.6517170511757894
18,random,yolov8s-coco-torch,0.25,1000,95,0.095,0.620569933120093,0.5695789531728858,0.6718151387816802
18,random,yolov8x-coco-torch,0.25,1000,52,0.052,0.6429426322622526,0.5732431116327946,0.714163625088667
18,random,yolov9c-coco-torch,0.25,1000,61,0.061,0.6156008310200947,0.5444678983004809,0.6909097669883495
18,random,yolov9e-coco-torch,0.25,1000,49,0.049,0.6038863494924783,0.5191605585360155,0.6820722205927077
18,random,detection-transformer-torch,0.5,1000,711,0.711,0.653020503311774,0.6184058394621451,0.6838320636986059
18,random,dfine-large-coco-torch,0.5,1000,307,0.307,0.6012404172013293,0.5677582557780726,0.6324238629907326
18,random,dfine-medium-coco-torch,0.5,1000,303,0.303,0.6066285968625557,0.574163324718326,0.6392897404585106
18,random,dfine-nano-coco-torch,0.5,1000,481,0.481,0.6362086853416333,0.6075063492331952,0.6641898783950401
18,random,dfine-small-coco-torch,0.5,1000,392,0.392,0.6192769871106337,0.58870623165769,0.64794978716786
18,random,dfine-xlarge-coco-torch,0.5,1000,270,0.27,0.5950735667174023,0.560084268925199,0.6268931306512777
18,random,faster-rcnn-resnet50-fpn-coco-torch,0.5,1000,667,0.667,0.5949840395117757,0.5619561801671418,0.6282318096419428
18,random,retinanet-resnet50-fpn-coco-torch,0.5,1000,511,0.511,0.6314976448601123,0.6003635578157177,0.6624428636625455
18,random,rfdetr-base-coco-torch,0.5,1000,380,0.38,0.6061184210526316,0.574050870926064,0.635185641236591
18,random,rfdetr-large-coco-torch,0.5,1000,361,0.361,0.619776832741602,0.5903866117001553,0.6480442853392532
18,random,rfdetr-medium-coco-torch,0.5,1000,370,0.37,0.6303281853281854,0.5990494150527963,0.6585919743482673
18,random,rfdetr-nano-coco-torch,0.5,1000,439,0.439,0.639461748667162,0.6100141487149301,0.6666804297592516
18,random,rfdetr-small-coco-torch,0.5,1000,370,0.37,0.6273573573573573,0.5991873314994388,0.6541557497681723
18,random,rtdetr-l-coco-torch,0.5,1000,484,0.484,0.6262572874623614,0.5958312783218795,0.6550457056415281
18,random,rtdetr-v2-l-coco-torch,0.5,1000,299,0.299,0.609855008850233,0.5772670035701586,0.6404024831914279
18,random,rtdetr-v2-m-coco-torch,0.5,1000,290,0.29,0.6177076250607091,0.5855460359684016,0.6476749969257027
18,random,rtdetr-v2-s-coco-torch,0.5,1000,380,0.38,0.6094694397283531,0.5777878728545403,0.6375514355416761
18,random,rtdetr-x-coco-torch,0.5,1000,482,0.482,0.6369054294365498,0.6081159456562332,0.6639493430714611
18,random,yolo11l-coco-torch,0.5,1000,326,0.326,0.6088683985363456,0.5778649503048577,0.6401205145650953
18,random,yolo11m-coco-torch,0.5,1000,345,0.345,0.6037393516981967,0.5716305862864419,0.6343184576958582
18,random,yolo11n-coco-torch,0.5,1000,568,0.568,0.6513860361241524,0.6213859655518829,0.6794838265292829
18,random,yolo11s-coco-torch,0.5,1000,417,0.417,0.6163213511523543,0.5878304579030166,0.6460077105337153
18,random,yolo11x-coco-torch,0.5,1000,275,0.275,0.6125843260188087,0.5794786942895169,0.6447339937019623
18,random,yolov10l-coco-torch,0.5,1000,331,0.331,0.622291014681244,0.593413324130987,0.6510254877203406
18,random,yolov10m-coco-torch,0.5,1000,340,0.34,0.6198484848484849,0.5900321930288362,0.6482185976548207
18,random,yolov10n-coco-torch,0.5,1000,598,0.598,0.6389394998252883,0.6108343108269717,0.6679068005139064
18,random,yolov10s-coco-torch,0.5,1000,393,0.393,0.6263189003609291,0.5961093420120764,0.6537580092824207
18,random,yolov10x-coco-torch,0.5,1000,309,0.309,0.61282134142629,0.5803048362300313,0.6430394737197329
18,random,yolov5l-coco-torch,0.5,1000,335,0.335,0.6151116597463808,0.585547458896637,0.6449212354525938
18,random,yolov5m-coco-torch,0.5,1000,397,0.397,0.6225756189664607,0.59210446943319,0.6514332717174998
18,random,yolov5n-coco-torch,0.5,1000,642,0.642,0.6080030978610835,0.5763538184505301,0.6361125587843739
18,random,yolov5s-coco-torch,0.5,1000,440,0.44,0.6223904220779221,0.5920054042825511,0.6506669523370086
18,random,yolov5x-coco-torch,0.5,1000,303,0.303,0.6093417806630017,0.5754145168944094,0.6412733513425087
18,random,yolov8l-coco-torch,0.5,1000,298,0.298,0.6084079045488442,0.5777534208774444,0.6393217008324477
18,random,yolov8m-coco-torch,0.5,1000,352,0.352,0.6311531109708193,0.6017615176507066,0.658610734905466
18,random,yolov8n-coco-torch,0.5,1000,597,0.597,0.6315365080156781,0.6025343816922892,0.6620563653934065
18,random,yolov8s-coco-torch,0.5,1000,433,0.433,0.6151292610107083,0.5842079157435925,0.6435249567498407
18,random,yolov8x-coco-torch,0.5,1000,290,0.29,0.5968431277319087,0.5645127652604056,0.6280585346191266
18,random,yolov9c-coco-torch,0.5,1000,338,0.338,0.597809667673716,0.5667766957183084,0.6283970110348315
18,random,yolov9e-coco-torch,0.5,1000,268,0.268,0.6055022021042329,0.5718418894452585,0.638702413040688
18,random,detection-transformer-torch,0.75,1000,864,0.864,0.6994442742374728,0.6516450383775817,0.7380620450487066
18,random,dfine-large-coco-torch,0.75,1000,632,0.632,0.664438721106219,0.6340456746977282,0.693457550449665
18,random,dfine-medium-coco-torch,0.75,1000,631,0.631,0.6742298326311313,0.6446266659728543,0.7049858914128078
18,random,dfine-nano-coco-torch,0.75,1000,725,0.725,0.6862319749216301,0.6530385228872361,0.7168863986823044
18,random,dfine-small-coco-torch,0.75,1000,704,0.704,0.6911543112714987,0.6589309664434402,0.7223945742274841
18,random,dfine-xlarge-coco-torch,0.75,1000,591,0.591,0.652466293506096,0.6212800707516016,0.6824363574184623
18,random,faster-rcnn-resnet50-fpn-coco-torch,0.75,1000,870,0.87,0.6706896551724137,0.6255584184943648,0.7147494363815694
18,random,retinanet-resnet50-fpn-coco-torch,0.75,1000,784,0.784,0.6694538926681783,0.633833269884808,0.7072632179388549
18,random,rfdetr-base-coco-torch,0.75,1000,658,0.658,0.6768472599939566,0.6454701091343106,0.7045990928018294
18,random,rfdetr-large-coco-torch,0.75,1000,631,0.631,0.6651183865245942,0.6323280381969262,0.694578929382306
18,random,rfdetr-medium-coco-torch,0.75,1000,629,0.629,0.6767234175669248,0.6459979358445574,0.7042556823343584
18,random,rfdetr-nano-coco-torch,0.75,1000,690,0.69,0.703901355773726,0.6723965668251037,0.7337849340708981
18,random,rfdetr-small-coco-torch,0.75,1000,641,0.641,0.6741924830196551,0.6420932181655004,0.7036073369406629
18,random,rtdetr-l-coco-torch,0.75,1000,743,0.743,0.67426460191358,0.6387548356752536,0.7067528764899673
18,random,rtdetr-v2-l-coco-torch,0.75,1000,607,0.607,0.6776538350289875,0.6489952886990953,0.7049297038387452
18,random,rtdetr-v2-m-coco-torch,0.75,1000,626,0.626,0.6628517366865422,0.6347300431408716,0.692377965988798
18,random,rtdetr-v2-s-coco-torch,0.75,1000,680,0.68,0.6635110294117647,0.6323379237974309,0.6945378003117727
18,random,rtdetr-x-coco-torch,0.75,1000,742,0.742,0.674261894314549,0.6410271060872617,0.706276429719417
18,random,yolo11l-coco-torch,0.75,1000,650,0.65,0.6678153846153846,0.6371280632041784,0.6974110814329407
18,random,yolo11m-coco-torch,0.75,1000,666,0.666,0.6683659707611803,0.6368201054117546,0.6987985892171364
18,random,yolo11n-coco-torch,0.75,1000,778,0.778,0.713292341184372,0.6773152388648407,0.7478624719714828
18,random,yolo11s-coco-torch,0.75,1000,693,0.693,0.6924832315711794,0.661813501269134,0.7227246359391057
18,random,yolo11x-coco-torch,0.75,1000,602,0.602,0.6741473146463213,0.6444899725078868,0.7034666487015303
18,random,yolov10l-coco-torch,0.75,1000,633,0.633,0.6707215758186225,0.6420199021718701,0.6999296509605349
18,random,yolov10m-coco-torch,0.75,1000,657,0.657,0.6765423716779602,0.6454452440325928,0.7061365355134556
18,random,yolov10n-coco-torch,0.75,1000,784,0.784,0.7077930130385488,0.6726173861981898,0.741461958090864
18,random,yolov10s-coco-torch,0.75,1000,691,0.691,0.6735770587160862,0.642352959561661,0.7032703424381392
18,random,yolov10x-coco-torch,0.75,1000,625,0.625,0.6544853333333334,0.6243212376023584,0.6855361652712545
18,random,yolov5l-coco-torch,0.75,1000,672,0.672,0.6646953941637631,0.6346275812439874,0.6963168900161159
18,random,yolov5m-coco-torch,0.75,1000,687,0.687,0.6670387060470351,0.637838680524855,0.6979223520632155
18,random,yolov5n-coco-torch,0.75,1000,838,0.838,0.7196956303957099,0.6794585787806958,0.7547658310528857
18,random,yolov5s-coco-torch,0.75,1000,718,0.718,0.6802781564234773,0.6467039248370939,0.7143155712007876
18,random,yolov5x-coco-torch,0.75,1000,624,0.624,0.6629117225859247,0.632503862569656,0.6923696379378197
18,random,yolov8l-coco-torch,0.75,1000,622,0.622,0.6590236308885826,0.6290016246416528,0.6885142952980041
18,random,yolov8m-coco-torch,0.75,1000,680,0.68,0.6887247242647059,0.6596594454950425,0.7177768289442756
18,random,yolov8n-coco-torch,0.75,1000,798,0.798,0.7071236258964242,0.672197438736031,0.7419535894926602
18,random,yolov8s-coco-torch,0.75,1000,715,0.715,0.6683155441050178,0.6367256625213306,0.7002246811916638
18,random,yolov8x-coco-torch,0.75,1000,623,0.623,0.6585295758096998,0.6289520886183229,0.6886161456075092
18,random,yolov9c-coco-torch,0.75,1000,659,0.659,0.6530377938670072,0.6222154951284844,0.6852898325114787
18,random,yolov9e-coco-torch,0.75,1000,604,0.604,0.6517889992641648,0.6216996089855144,0.6816834046738145
